Edad;TipoTrabajo;NivelEducativo;AnnosEducacion;EstadoCivil;Ocupacion;Sexo;HorasSemanales;PaisOrigen;Ingresos
40;Private;Some-college;10;Married-civ-spouse;Sales;Female;40;Puerto-Rico;<=50K.
53;Federal-gov;Some-college;10;Married-civ-spouse;Adm-clerical;Male;40;United-States;>50K.
54;Private;HS-grad;9;Married-civ-spouse;Sales;Male;50;United-States;>50K.
30;State-gov;Bachelors;13;Never-married;Prof-specialty;Male;35;United-States;<=50K.
59;Private;HS-grad;9;Married-civ-spouse;Transport-moving;Male;45;United-States;>50K.
42;Self-emp-not-inc;HS-grad;9;Divorced;Exec-managerial;Male;55;United-States;<=50K.
23;Private;HS-grad;9;Never-married;Adm-clerical;Female;40;United-States;<=50K.
28;Private;Bachelors;13;Married-civ-spouse;Other-service;Female;15;United-States;<=50K.
20;Private;HS-grad;9;Never-married;Handlers-cleaners;Male;40;United-States;<=50K.
22;Private;Some-college;10;Never-married;Sales;Female;20;United-States;<=50K.
73;?;Bachelors;13;Married-civ-spouse;?;Male;30;United-States;<=50K.
47;Self-emp-not-inc;Some-college;10;Married-civ-spouse;Craft-repair;Male;40;United-States;>50K.
44;Private;Some-college;10;Married-civ-spouse;Machine-op-inspct;Male;40;United-States;<=50K.
40;Private;12th;8;Divorced;Craft-repair;Male;40;United-States;<=50K.
37;Private;Assoc-voc;11;Married-civ-spouse;Tech-support;Female;37;United-States;>50K.
39;Private;HS-grad;9;Divorced;Machine-op-inspct;Male;50;United-States;<=50K.
49;Private;Some-college;10;Married-civ-spouse;Sales;Male;40;United-States;>50K.
44;Self-emp-not-inc;Some-college;10;Divorced;Other-service;Male;45;United-States;<=50K.
27;Private;9th;5;Married-civ-spouse;Machine-op-inspct;Female;37;Portugal;<=50K.
50;Private;HS-grad;9;Married-civ-spouse;Adm-clerical;Male;40;United-States;<=50K.
39;Private;Bachelors;13;Married-civ-spouse;Prof-specialty;Male;40;United-States;>50K.
41;Private;HS-grad;9;Never-married;Sales;Female;40;United-States;<=50K.
55;Private;Bachelors;13;Married-civ-spouse;Protective-serv;Male;40;United-States;>50K.
53;Private;1st-4th;2;Married-civ-spouse;Other-service;Male;35;Puerto-Rico;<=50K.
53;Local-gov;Masters;14;Divorced;Prof-specialty;Female;50;United-States;<=50K.
31;Private;Masters;14;Married-civ-spouse;Exec-managerial;Male;70;Taiwan;>50K.
21;Private;HS-grad;9;Never-married;Craft-repair;Male;40;United-States;<=50K.
30;Private;HS-grad;9;Separated;Machine-op-inspct;Male;40;United-States;<=50K.
74;?;HS-grad;9;Widowed;?;Female;10;United-States;<=50K.
53;Private;Masters;14;Never-married;Exec-managerial;Female;60;United-States;>50K.
47;Private;Some-college;10;Married-civ-spouse;Craft-repair;Male;47;United-States;<=50K.
60;Private;Bachelors;13;Divorced;Exec-managerial;Female;40;Hungary;>50K.
59;Private;9th;5;Separated;Machine-op-inspct;Female;40;Mexico;<=50K.
37;Private;Bachelors;13;Never-married;Exec-managerial;Male;48;United-States;>50K.
47;Federal-gov;Bachelors;13;Married-civ-spouse;Craft-repair;Male;40;United-States;<=50K.
49;Private;9th;5;Married-civ-spouse;Craft-repair;Male;40;United-States;<=50K.
73;Local-gov;Some-college;10;Never-married;Prof-specialty;Female;11;United-States;<=50K.
58;Private;HS-grad;9;Divorced;Other-service;Female;20;United-States;<=50K.
18;?;11th;7;Never-married;?;Male;15;United-States;<=50K.
35;Private;Some-college;10;Never-married;Handlers-cleaners;Male;40;United-States;<=50K.
24;State-gov;Some-college;10;Married-civ-spouse;Prof-specialty;Female;50;United-States;<=50K.
62;Private;HS-grad;9;Widowed;Adm-clerical;Female;38;United-States;<=50K.
58;Private;HS-grad;9;Married-civ-spouse;Adm-clerical;Female;40;United-States;<=50K.
51;Private;Some-college;10;Married-civ-spouse;Adm-clerical;Male;40;United-States;>50K.
21;Private;HS-grad;9;Never-married;Sales;Male;40;United-States;<=50K.
30;Private;Bachelors;13;Married-civ-spouse;Craft-repair;Male;40;United-States;<=50K.
27;Private;Assoc-voc;11;Never-married;Prof-specialty;Female;36;Canada;<=50K.
25;Private;Bachelors;13;Married-civ-spouse;Tech-support;Male;40;United-States;>50K.
31;Private;HS-grad;9;Never-married;Craft-repair;Male;45;United-States;<=50K.
31;Private;HS-grad;9;Never-married;Other-service;Female;34;United-States;<=50K.
44;Private;Some-college;10;Married-civ-spouse;Craft-repair;Male;50;United-States;>50K.
52;Self-emp-inc;Doctorate;16;Married-civ-spouse;Prof-specialty;Male;65;United-States;>50K.
30;Private;Assoc-acdm;12;Married-civ-spouse;Sales;Male;40;United-States;<=50K.
29;Private;HS-grad;9;Never-married;Transport-moving;Male;40;United-States;<=50K.
36;Private;11th;7;Divorced;Transport-moving;Male;40;United-States;<=50K.
54;Self-emp-not-inc;Bachelors;13;Married-civ-spouse;Farming-fishing;Male;50;United-States;<=50K.
59;Local-gov;Some-college;10;Separated;Protective-serv;Male;40;United-States;>50K.
55;Private;Some-college;10;Never-married;Adm-clerical;Male;45;United-States;<=50K.
70;?;Assoc-voc;11;Never-married;?;Male;30;United-States;<=50K.
22;Private;Assoc-acdm;12;Never-married;Adm-clerical;Female;20;United-States;<=50K.
42;Private;HS-grad;9;Divorced;Machine-op-inspct;Female;40;United-States;<=50K.
36;Private;Assoc-acdm;12;Married-civ-spouse;Sales;Female;40;United-States;<=50K.
32;Private;Bachelors;13;Married-civ-spouse;Prof-specialty;Male;40;United-States;>50K.
44;Private;7th-8th;4;Married-civ-spouse;Craft-repair;Male;40;United-States;<=50K.
22;?;HS-grad;9;Never-married;?;Male;45;United-States;<=50K.
25;Private;11th;7;Married-spouse-absent;Handlers-cleaners;Male;40;Mexico;<=50K.
31;Private;HS-grad;9;Married-civ-spouse;Transport-moving;Male;50;United-States;<=50K.
33;Private;HS-grad;9;Never-married;Other-service;Male;40;United-States;<=50K.
54;Self-emp-not-inc;Assoc-acdm;12;Married-civ-spouse;Sales;Male;50;United-States;>50K.
42;Self-emp-not-inc;HS-grad;9;Never-married;Exec-managerial;Male;48;United-States;<=50K.
49;Private;HS-grad;9;Married-civ-spouse;Transport-moving;Male;44;United-States;<=50K.
30;Private;HS-grad;9;Married-civ-spouse;Adm-clerical;Male;44;United-States;<=50K.
54;Private;HS-grad;9;Divorced;Exec-managerial;Female;45;United-States;<=50K.
39;Private;Some-college;10;Never-married;Transport-moving;Male;40;United-States;<=50K.
24;Private;Some-college;10;Never-married;Machine-op-inspct;Male;40;United-States;<=50K.
21;Private;HS-grad;9;Never-married;Adm-clerical;Female;44;United-States;<=50K.
23;Private;9th;5;Never-married;Other-service;Female;30;United-States;<=50K.
54;Private;HS-grad;9;Divorced;Adm-clerical;Female;42;United-States;<=50K.
23;Private;Masters;14;Never-married;Sales;Female;20;United-States;<=50K.
39;Private;HS-grad;9;Divorced;Machine-op-inspct;Male;40;United-States;<=50K.
23;Private;Some-college;10;Never-married;Prof-specialty;Male;25;United-States;<=50K.
67;?;HS-grad;9;Widowed;?;Female;8;United-States;<=50K.
19;?;11th;7;Married-civ-spouse;?;Female;40;Laos;<=50K.
41;Private;Some-college;10;Married-civ-spouse;Machine-op-inspct;Male;40;United-States;>50K.
32;Private;11th;7;Never-married;Other-service;Male;40;United-States;<=50K.
57;Private;HS-grad;9;Married-civ-spouse;Craft-repair;Male;40;United-States;<=50K.
18;Private;HS-grad;9;Never-married;Adm-clerical;Female;30;United-States;<=50K.
60;State-gov;Doctorate;16;Married-civ-spouse;Prof-specialty;Male;60;United-States;>50K.
21;Private;Some-college;10;Never-married;Machine-op-inspct;Female;40;United-States;<=50K.
53;Private;Some-college;10;Widowed;Adm-clerical;Female;22;United-States;<=50K.
38;Private;Bachelors;13;Married-civ-spouse;Exec-managerial;Male;55;United-States;>50K.
21;Private;Some-college;10;Never-married;Handlers-cleaners;Male;40;United-States;<=50K.
53;Private;Doctorate;16;Divorced;Exec-managerial;Female;55;United-States;>50K.
24;Private;HS-grad;9;Never-married;Craft-repair;Male;40;United-States;<=50K.
36;Federal-gov;Assoc-acdm;12;Married-civ-spouse;Other-service;Male;40;United-States;<=50K.
29;Private;Masters;14;Never-married;Exec-managerial;Male;60;United-States;<=50K.
23;Private;Some-college;10;Never-married;Sales;Male;40;United-States;<=50K.
44;Private;Some-college;10;Married-civ-spouse;Exec-managerial;Male;50;United-States;<=50K.
32;Local-gov;Masters;14;Married-civ-spouse;Prof-specialty;Male;48;United-States;<=50K.
25;Private;Bachelors;13;Never-married;Exec-managerial;Female;50;United-States;<=50K.
41;Self-emp-not-inc;HS-grad;9;Divorced;Craft-repair;Male;27;United-States;<=50K.
18;Private;HS-grad;9;Never-married;Other-service;Female;30;United-States;<=50K.
57;Private;Some-college;10;Married-civ-spouse;Craft-repair;Male;45;United-States;<=50K.
62;Private;Bachelors;13;Widowed;Exec-managerial;Male;50;United-States;>50K.
29;Private;Bachelors;13;Never-married;Handlers-cleaners;Male;40;United-States;<=50K.
19;Private;HS-grad;9;Never-married;Other-service;Female;40;United-States;<=50K.
35;Self-emp-not-inc;Prof-school;15;Married-civ-spouse;Prof-specialty;Male;65;United-States;>50K.
52;Private;Bachelors;13;Married-civ-spouse;Prof-specialty;Male;50;United-States;>50K.
28;Private;10th;6;Never-married;Machine-op-inspct;Female;40;United-States;<=50K.
38;Private;HS-grad;9;Never-married;Other-service;Male;40;United-States;<=50K.
42;Private;Some-college;10;Widowed;Sales;Female;40;United-States;<=50K.
41;Private;Bachelors;13;Never-married;Prof-specialty;Male;40;United-States;<=50K.
23;Private;Bachelors;13;Never-married;Prof-specialty;Male;38;United-States;<=50K.
31;Private;Masters;14;Married-civ-spouse;Sales;Male;76;United-States;>50K.
31;Private;5th-6th;3;Never-married;Machine-op-inspct;Male;45;Mexico;<=50K.
46;Private;Masters;14;Married-civ-spouse;Prof-specialty;Male;40;United-States;>50K.
18;Private;11th;7;Never-married;Sales;Female;20;United-States;<=50K.
57;Self-emp-not-inc;Masters;14;Married-civ-spouse;Tech-support;Male;38;United-States;>50K.
25;Private;Assoc-voc;11;Never-married;Adm-clerical;Female;38;United-States;<=50K.
32;Private;Masters;14;Married-civ-spouse;Exec-managerial;Male;40;United-States;>50K.
27;Private;9th;5;Never-married;Farming-fishing;Male;40;United-States;<=50K.
46;Federal-gov;Bachelors;13;Married-civ-spouse;Prof-specialty;Male;45;United-States;>50K.
17;?;10th;6;Never-married;?;Female;17;United-States;<=50K.
43;State-gov;HS-grad;9;Never-married;Craft-repair;Male;40;United-States;<=50K.
56;Self-emp-not-inc;Bachelors;13;Married-spouse-absent;Prof-specialty;Female;40;United-States;>50K.
19;Private;HS-grad;9;Married-civ-spouse;Craft-repair;Female;40;United-States;<=50K.
20;Federal-gov;HS-grad;9;Never-married;Adm-clerical;Female;40;United-States;<=50K.
42;Private;Some-college;10;Never-married;Machine-op-inspct;Male;45;United-States;<=50K.
90;Private;HS-grad;9;Widowed;Transport-moving;Male;99;United-States;<=50K.
25;Private;11th;7;Separated;Machine-op-inspct;Male;35;United-States;<=50K.
27;Private;HS-grad;9;Never-married;Other-service;Female;40;Jamaica;<=50K.
48;Private;HS-grad;9;Married-civ-spouse;Transport-moving;Male;44;United-States;<=50K.
48;Federal-gov;Some-college;10;Never-married;Adm-clerical;Male;40;United-States;<=50K.
27;Private;HS-grad;9;Married-civ-spouse;Craft-repair;Male;48;United-States;<=50K.
46;Private;Bachelors;13;Widowed;Tech-support;Female;38;United-States;<=50K.
32;Private;5th-6th;3;Married-civ-spouse;Other-service;Male;40;United-States;<=50K.
22;Private;Assoc-voc;11;Married-civ-spouse;Tech-support;Male;40;United-States;<=50K.
24;Private;Bachelors;13;Married-AF-spouse;Prof-specialty;Female;40;United-States;>50K.
31;Private;HS-grad;9;Married-civ-spouse;Craft-repair;Male;65;United-States;<=50K.
20;Private;Some-college;10;Never-married;Prof-specialty;Female;18;United-States;<=50K.
28;Self-emp-not-inc;Prof-school;15;Never-married;Prof-specialty;Male;40;United-States;<=50K.
40;Self-emp-inc;HS-grad;9;Married-civ-spouse;Exec-managerial;Male;60;United-States;>50K.
39;Private;HS-grad;9;Married-civ-spouse;Machine-op-inspct;Male;40;United-States;>50K.
54;Local-gov;HS-grad;9;Married-civ-spouse;Transport-moving;Male;40;United-States;<=50K.
59;Local-gov;Some-college;10;Married-civ-spouse;Protective-serv;Male;42;United-States;<=50K.
17;Private;11th;7;Never-married;Sales;Female;18;United-States;<=50K.
25;Self-emp-not-inc;Some-college;10;Never-married;Craft-repair;Male;80;United-States;<=50K.
49;Local-gov;HS-grad;9;Married-civ-spouse;Protective-serv;Male;40;United-States;>50K.
55;Self-emp-not-inc;HS-grad;9;Divorced;Exec-managerial;Male;60;United-States;<=50K.
39;Private;HS-grad;9;Married-civ-spouse;Craft-repair;Male;40;United-States;<=50K.
67;Private;Some-college;10;Widowed;Prof-specialty;Female;16;United-States;<=50K.
28;Private;HS-grad;9;Never-married;Other-service;Male;40;United-States;<=50K.
35;Private;9th;5;Married-civ-spouse;Machine-op-inspct;Male;40;Canada;<=50K.
44;Private;HS-grad;9;Married-civ-spouse;Adm-clerical;Male;48;United-States;>50K.
51;Private;Masters;14;Married-civ-spouse;Prof-specialty;Male;47;United-States;>50K.
55;Private;Bachelors;13;Widowed;Farming-fishing;Male;40;United-States;<=50K.
45;Local-gov;HS-grad;9;Married-civ-spouse;Protective-serv;Male;78;United-States;>50K.
32;Private;HS-grad;9;Married-civ-spouse;Craft-repair;Male;48;United-States;<=50K.
45;Private;Some-college;10;Divorced;Exec-managerial;Female;40;United-States;<=50K.
45;Private;Masters;14;Married-civ-spouse;Exec-managerial;Male;60;England;>50K.
35;Private;Bachelors;13;Never-married;Sales;Male;40;United-States;>50K.
55;Local-gov;HS-grad;9;Married-civ-spouse;Transport-moving;Male;44;United-States;<=50K.
59;Private;Some-college;10;Married-civ-spouse;Craft-repair;Male;40;United-States;>50K.
22;Private;HS-grad;9;Never-married;Adm-clerical;Female;55;United-States;<=50K.
46;Local-gov;Masters;14;Widowed;Exec-managerial;Female;35;United-States;<=50K.
23;Private;HS-grad;9;Never-married;Farming-fishing;Male;40;United-States;<=50K.
47;Private;Bachelors;13;Married-civ-spouse;Exec-managerial;Male;45;United-States;>50K.
34;Private;HS-grad;9;Married-civ-spouse;Craft-repair;Male;30;Germany;<=50K.
51;Private;11th;7;Divorced;Transport-moving;Male;40;United-States;<=50K.
40;Private;Assoc-voc;11;Married-civ-spouse;Sales;Male;50;United-States;<=50K.
24;State-gov;Some-college;10;Never-married;Adm-clerical;Male;12;United-States;<=50K.
20;Private;Some-college;10;Never-married;Farming-fishing;Male;72;United-States;<=50K.
44;Private;Some-college;10;Divorced;Transport-moving;Male;50;United-States;<=50K.
26;Private;HS-grad;9;Divorced;Craft-repair;Male;40;United-States;<=50K.
35;Local-gov;HS-grad;9;Separated;Adm-clerical;Female;38;United-States;<=50K.
23;Private;Some-college;10;Never-married;Machine-op-inspct;Male;40;Vietnam;<=50K.
40;Private;HS-grad;9;Divorced;Craft-repair;Male;50;United-States;<=50K.
49;Local-gov;HS-grad;9;Married-civ-spouse;Protective-serv;Male;40;United-States;<=50K.
32;Private;HS-grad;9;Never-married;Machine-op-inspct;Male;45;United-States;<=50K.
28;Private;Assoc-voc;11;Divorced;Prof-specialty;Female;40;United-States;<=50K.
51;Private;Masters;14;Married-civ-spouse;Exec-managerial;Male;60;United-States;>50K.
62;Private;Assoc-voc;11;Married-civ-spouse;Exec-managerial;Male;50;United-States;>50K.
31;Private;Some-college;10;Married-civ-spouse;Machine-op-inspct;Male;40;Mexico;<=50K.
47;Local-gov;Assoc-acdm;12;Married-civ-spouse;Protective-serv;Male;40;United-States;>50K.
36;Private;Assoc-voc;11;Never-married;Tech-support;Female;3;United-States;<=50K.
44;State-gov;HS-grad;9;Never-married;Craft-repair;Male;40;United-States;<=50K.
18;?;HS-grad;9;Never-married;?;Female;20;United-States;<=50K.
46;Private;Bachelors;13;Married-civ-spouse;Exec-managerial;Male;40;United-States;>50K.
32;Private;HS-grad;9;Never-married;Craft-repair;Male;40;United-States;<=50K.
51;Self-emp-not-inc;Assoc-acdm;12;Divorced;Transport-moving;Female;30;United-States;<=50K.
48;Private;Bachelors;13;Married-civ-spouse;Exec-managerial;Male;45;United-States;>50K.
28;Private;Bachelors;13;Never-married;Machine-op-inspct;Female;40;United-States;<=50K.
57;Self-emp-inc;Some-college;10;Married-civ-spouse;Tech-support;Male;60;United-States;>50K.
33;Private;Assoc-voc;11;Married-civ-spouse;Sales;Male;40;United-States;<=50K.
42;Private;HS-grad;9;Separated;Machine-op-inspct;Male;15;United-States;<=50K.
17;Private;10th;6;Never-married;Other-service;Male;40;United-States;<=50K.
63;?;9th;5;Separated;?;Male;40;United-States;<=50K.
31;Self-emp-inc;Bachelors;13;Married-civ-spouse;Exec-managerial;Male;55;United-States;>50K.
34;?;Masters;14;Never-married;?;Male;30;United-States;<=50K.
35;Private;Some-college;10;Never-married;Machine-op-inspct;Male;40;United-States;<=50K.
20;Private;HS-grad;9;Never-married;Handlers-cleaners;Male;40;United-States;<=50K.
36;Private;HS-grad;9;Married-civ-spouse;Exec-managerial;Female;40;United-States;<=50K.
24;Private;Some-college;10;Never-married;Sales;Female;24;United-States;<=50K.
33;Private;Some-college;10;Married-civ-spouse;Transport-moving;Male;50;United-States;>50K.
36;Private;Some-college;10;Married-civ-spouse;Adm-clerical;Male;40;United-States;<=50K.
31;Private;Bachelors;13;Divorced;Exec-managerial;Female;40;United-States;<=50K.
29;Private;Assoc-acdm;12;Divorced;Sales;Female;40;United-States;<=50K.
47;Private;Bachelors;13;Married-civ-spouse;Sales;Male;60;United-States;>50K.
30;Private;Doctorate;16;Married-civ-spouse;Prof-specialty;Male;75;United-States;>50K.
34;Private;HS-grad;9;Married-civ-spouse;Farming-fishing;Male;50;United-States;<=50K.
23;Private;HS-grad;9;Never-married;Machine-op-inspct;Female;40;United-States;<=50K.
33;Private;Assoc-voc;11;Divorced;Adm-clerical;Male;40;United-States;<=50K.
59;Private;10th;6;Divorced;Machine-op-inspct;Female;40;United-States;<=50K.
67;Self-emp-not-inc;Bachelors;13;Divorced;Prof-specialty;Male;40;United-States;<=50K.
26;Private;HS-grad;9;Divorced;Machine-op-inspct;Male;40;United-States;<=50K.
27;Private;HS-grad;9;Married-civ-spouse;Machine-op-inspct;Male;40;Laos;<=50K.
20;Private;HS-grad;9;Married-civ-spouse;Prof-specialty;Female;36;?;<=50K.
24;Private;Bachelors;13;Never-married;Adm-clerical;Male;39;United-States;<=50K.
44;Federal-gov;Assoc-voc;11;Divorced;Tech-support;Male;40;United-States;<=50K.
31;Private;HS-grad;9;Married-civ-spouse;Craft-repair;Male;40;United-States;>50K.
28;Private;Prof-school;15;Married-civ-spouse;Prof-specialty;Male;60;United-States;<=50K.
19;Private;HS-grad;9;Never-married;Other-service;Female;20;United-States;<=50K.
31;Self-emp-not-inc;Bachelors;13;Married-civ-spouse;Exec-managerial;Female;40;United-States;>50K.
20;Private;HS-grad;9;Never-married;Adm-clerical;Female;40;United-States;<=50K.
64;Private;HS-grad;9;Divorced;Other-service;Female;15;United-States;<=50K.
47;State-gov;HS-grad;9;Married-civ-spouse;Adm-clerical;Female;40;United-States;>50K.
36;Private;Some-college;10;Never-married;Adm-clerical;Female;35;United-States;<=50K.
48;Private;HS-grad;9;Married-civ-spouse;Craft-repair;Male;44;United-States;>50K.
